stream;start_date;end_date;topic;keywords;stt
RTP1_HD;2024-10-02 07:08:18.0;2024-10-02 07:08:45.0;War and Conflicts;tradução, avisar, Banca, bombardeamento, Arandome, ataque;E fizemos a tradução e vimos que era avisar para irmos para o Banca. Houve bastante bombardeamento, creio que fosse do Arandome, mas houve bastante, bem mais do que no último ataque que tivemos. Aqui, onde nós estávamos na última vez, houve...
RTP1_HD;2024-10-02 07:08:49.0;2024-10-02 07:09:31.0;War and Conflicts;bombas, mísseis, bunker, segurança, coração, familiares, mensagem, barulho, pessoas, assustadas;Sem parar, nós ouvimos uma, duas, três, quatro, cinco vezes as bombas ou os mísseis explodirem, o bunker a tremer. É óbvio que nós sentimos segurança, mas quando soube várias vezes o coração começa a apertar. Não tenho noção do quanto tempo lá estive, sei que consegui mandar uma mensagem aos meus familiares a avisar que estavam lá para estarem tranquilos dentro da situação. E depois fui esperar, fui ouvir o barulho, fui olhar para as pessoas, umas com caras de assustadas, outras com...
RTP1_HD;2024-10-02 07:09:38.0;2024-10-02 07:09:44.0;;governo português, conflito, Médio Oriente;O governo português já reagiu à estacalada de conflito no Médio Oriente, numa nota publicada
RTP1_HD;2024-10-02 07:09:45.0;2024-10-02 07:10:03.0;;;O Ministério dos Forços Estrangeiros apela ao Irã para que cesse de imediato as hostilidades, condena liminarmente os ataques do Irã à Israel e à população civil. No texto pode ler-se ainda que só a contenção de todas as partes pode evitar uma escalada de consequências imprevisíveis.
RTP1_HD;2024-10-02 07:10:05.0;2024-10-02 07:10:14.0;;;O Nomel disse estar preocupado com a situação no Médio Oriente. O ministro da Defesa admite novas missões de repatriamento de cidadãos.
RTP1_HD;2024-10-02 07:10:15.0;2024-10-02 07:10:30.0;;;O que aconteceu antes preocupa-nos muito, o resto poderá obrigar de novo ao repatriamento de vários cidadãos também portugueses. Portanto, o que sucede na Ucrânia, o que sucede no Médio Oriente, o que sucede em África afeta-nos a todos.
RTP1_HD;2024-10-02 07:10:30.0;2024-10-02 07:10:38.0;;;E, insisto, nesta conjuntura, a nossa aliança certa é no âmbito na NATO.
RTP1_HD;2024-10-02 07:10:49.0;2024-10-02 07:11:29.0;;8h10, trânsito, complicações, Porto, Viana do Castelo, acidente grave, vários carros, caminhão, Ponte de Leça, demora, A41, Viana-Porto, curiosidade, VSI, Rábida-Freixo, A29, boa vista;São 8h10, como é que estão as coisas no trânsito? Há muitas complicações a esta hora, Sandra. Ainda há bastantes complicações a esta hora, Carla. Atenção porque há 28 no sentido Porto de Viana do Castelo. O trânsito ainda está a cortar devido a um acidente grave que envolveu vários carros e um caminhão a seguir à Ponte de Leça e está a provocar bastante demora. Portanto, máxima prudência. Aqui a alternativa é utilizar a A41 em direção a Viana. Depois, no sentido Viana-Porto, há também, claro, devido à curiosidade, muita demora em direção ao Porto. Na VSI, no sentido Rábida-Freixo, há muita demora também a partir do nó da A29. E, até à boa vista, afetará a A41.
RTP1_HD;2024-10-02 07:11:29.0;2024-10-02 07:13:38.0;;Freixo Rápido, A20s, A3, A44, A43, Braga-Porto, Rebordãos, Hospital de São João, via Norte, Maia, Porto, A4, Marantoporto, Valongo, Lisboa, segunda circular, aeroporto Benfica, encarnação, Período Velho, Relógio, Campo Grande, Torres de Lisboa, Calvanas, viaduto de Alhandra, Ponte 25 de Abril, Almada, serviço do Seixal, IC 20, Centro-Sul, marginal, Cascais, Praia da Torre, Cruz Quebrada, Ribeira da Laje, Lindavelha, Caselas, Moreira, Estrada Nacional 117, Estado Nacional, Oeiras, Crel, Quelus, IC19, Sintra, Sena, Rede dos Comandos, Alfregide, eixo norte-sul, Campolide, Meixoeira, Sete Rios, Cril, Sacavém-Algeres, Calçada de Carris, Póvoa de Santo Adrião, Pinamanique, Noda A5, calçada de carriche, IC22, Ramada, Avenida Pão;Freixo Rápido, as filas estão a partir de A20s e até à zona do nó de A3. Está a afetar também A44 e A43. Na A3, no sentido Braga-Porto, demora-se bastante a partir da zona de Rebordãos e até à saída para o Hospital de São João. A via Norte, sentido Maia e Porto, há filas entre o nó da A4 e a zona da circunvolação. Também se demora na A4, no sentido de Marantoporto, na zona de Valongo e à chegada ao nó da A3 em direção ao Porto. De já para Lisboa, temos também na segunda circular, no sentido aeroporto Benfica, um Um acidente na zona da encarnação. Há demora a partir do Período Velho. Mais à frente, há filas do Relógio até ao Campo Grande. Já no sentido em Ficar o Porto, as filas estão das Torres de Lisboa e até às Calvanas. Há um carregado de Lisboa. Um carro avariado junto ao viaduto de Alhandra, ao quilómetro 19. Também para a Ponte 25 de Abril, de Almada para Lisboa. As filas estão a partir da área de serviço do Seixal. Os acessos do IC 20 e Centro-Sul estão também bastante preenchidos. Demora-se bastante já na marginal, sentido Cascais de Lisboa, entre a Praia da Torre e a zona da Cruz Quebrada. Há cinco Cascais de Lisboa, da Ribeira da Laje até Lindavelha e de Caselas para as Moreira está a afetar a Estrada Nacional 117. Já no sentido de Lisboa-Cascais, há demora entre o Estado Nacional e a área de serviço de Oeiras, a afetar bastante a zona da Crel, com filas a partir de Quelus. No IC19, de Sintra para Lisboa, as filas estão entre Sena e até à Rede dos Comandos e depois de Alfregide em direção à segunda circular. Quanto ao eixo norte-sul, camarada Campolide, as filas estão neste momento a partir da Meixoeira até à saída para Sete Rios. A Cril, no sentido Sacavém-Algeres, há indicação agora de um acidente antes da saída para a Calçada de Carris. Há demora na Póvoa de Santo Adrião e depois mais à frente vai encontrar filas a partir de Pinamanique e até à saída para o Noda A5. Quanto à calçada de carriche, está com filas já no IC22 a partir de Ramada e em direção à Avenida Pão.
RTP1_HD;2024-10-02 07:13:39.0;2024-10-02 07:13:45.0;;Linha verde, Serviço Nacional de Informação de Trânsito, Antenão RTP, 821-01-00;Linha verde do Serviço Nacional de Informação de Trânsito, Antenão RTP, é 821-01-00.
RTP1_HD;2024-10-02 07:13:49.0;2024-10-02 07:14:13.0;Careers;bombeiros chapadores, manifestar-se, meio-dia, Assembleia da República, regulamentação da carreira, falta de resposta, governos, Sindicato Nacional de Bombeiros, suplementos de risco, penosidade, insalubridade, subsídio por disponibilidade permanente, bombeiros-chamadores, Lisboa, greve;Os bombeiros chapadores vão manifestar-se hoje, ao meio-dia, frente à Assembleia da República. Exigem a regulamentação da carreira e lamentam a falta de resposta dos vários governos. O Sindicato Nacional de Bombeiros quer ver contemplados os suplementos de risco, penosidade e insalubridade e o subsídio por disponibilidade permanente. Os bombeiros-chamadores de Lisboa estão em greve. Até ao próximo dia 3.
RTP1_HD;2024-10-02 07:14:17.0;2024-10-02 07:14:29.0;Politics;direto, jornalista, Sónia Lobo Silva, Porto, bombeiros, Lisboa, manifestação, meio-dia, Assembleia;Estamos já em direto com a jornalista Sónia Lobo Silva, do Porto. Sónia, são muitos os bombeiros que se preparam para vir para Lisboa, para essa manifestação ao meio-dia frente à Assembleia.
RTP1_HD;2024-10-02 07:14:32.0;2024-10-02 07:15:44.0;Politics;Lisboa, Porto, Vila Nova de Gaia, Braga, Viana do Castelo, greve, Rua da Constituição, serviço mínimo, Sindicato Nacional dos Bombeiros Sapadores, Estatuto da Carreira, Paulo Carvalho, carreira, 2002, poder político;Bom dia, Carla. Mais de metade já partiram para Lisboa em dois autocarros, daqui do Porto, outro de Vila Nova de Gaia, também bombeiros de Braga e de Viana do Castelo. Os números ainda é muito cedo para revelar a adesão à greve. aqui no quartel do Porto, na Rua da Constituição, será a volta de 100%, sendo que naturalmente há serviço mínimo que se deve assegurar e, portanto, vão ficar aqui no quartel cerca de 40 homens, apesar desta greve ser de 100%, segundo o Sindicato Nacional dos Bombeiros Sapadores. O que está em causa era o que tu dizias, Carla, tem a ver com o Estatuto da Carreira. Bom dia, subchefe principal Paulo Carvalho. Está aqui em causa também o facto de não ser atualizada essa carreira e, portanto, é necessário corrigir essas ajudas aos bombeiros. Antes de mais, damos um bom dia a Portugal, bom dia para todos vocês. Sim, a nossa carreira não é revista desde 2002 e se houve alguns momentos, o parte do poder político...
RTP1_HD;2024-10-02 07:15:44.0;2024-10-02 07:15:58.0;Politics;carreira, sapalabumba, revisão, tabela salarial, subsídio de risco, subsídio de turno, disponibilidade de salário;que mexeu na carreira, foi feita de uma forma a prejudicar o sapalabumba. Neste momento estamos a defender que haja realmente uma revisão na tabela salarial, uma revisão também no subsídio de risco e no subsídio de turno e disponibilidade de salário.
RTP1_HD;2024-10-02 07:15:59.0;2024-10-02 07:17:36.0;Politics;avaliação, desadequada, governo, apoio, dossiê, negociações, sindicatos, plataformas, vigília, Porto, Lisboa, Assembleia da República, Braga, Paulo Carvalho, administração interna, sapadores bombeiros, greve, Orçamento do Estado, reivindicações;A situação também da avaliação do que é desadequada a nossa função, nós temos sem dúvida que ter agora por parte do governo, e eu quero acreditar que sim, que o governo vai apoiar neste sentido, vai-se forçar no dossiê, vai-se sentar nas negociações com com quem nos representa, os vários sindicatos, as várias plataformas, para que realmente de uma vez por todas ao fim destes 22 dias e 30 dias que estamos em vigília, quer na cidade do Porto, em frente ao espaço de conselho, quer em Lisboa, em frente à Assembleia da República, também temos conhecimento que os nossos colegas de Braga também estão fazer vigília no local em Braga, para que realmente a gente possa ser ouvida, porque acho que já são horas de sermos ouvidos. Muito bem, muito obrigado, Paulo Carvalho. Ora, será entregue logo mais à tarde então um documento na administração interna, um Podemos dizer também que os sapadores bombeiros do Porto estão numa greve das 8h da manhã às 8h da noite, o período que faz com que sejam capazes de chegar a Lisboa, manifestarem-se e regressarem à cidade do Porto. Já os sapadores bombeiros de Lisboa vão estar o mês inteiro em greve até ao dia 31. E esse documento naturalmente é entregue nas vésperas do Orçamento do Estado, da discussão, da entrega também desse documento importante para o país e que eles querem que seja contemplado também todas as reivindicações dos
RTP1_HD;2024-10-02 07:17:37.0;2024-10-02 07:17:45.0;Politics;Sónia Lobosilva, sapadores bombeiros, manifestação, cidade;Sónia Lobosilva aqui com as reivindicações dos sapadores bombeiros que hoje fazem então uma manifestação frente à cidade.
RTP1_HD;2024-10-02 07:17:47.0;2024-10-02 07:18:16.0;Politics;Luís Montenegro, seis meses, acordos, aumentos salariais, professores, médicos, forças de segurança, oficiais de justiça, saúde, executivo, criticado, encerramentos, urgências, verão, polêmica;O governo de Luís Montenegro cumpre hoje seis meses. Um semestre marcado por acordos com várias classes profissionais para aumentos salariais que eram exigidos há muito tempo, atendimentos com professores, médicos, passando pelas forças de segurança e pelos oficiais de justiça. A saúde tem sido a pasta em que o atual executivo tem sido mais criticado, em causa dos encerramentos das urgências durante o verão e também a polêmica relacionada com os...
RTP1_HD;2024-10-02 07:18:27.0;2024-10-02 07:18:33.0;Politics;avaliação, seis meses, governo, Luís Montenegro;O que penso é mesmo isso, que faças uma avaliação destes seis meses do governo de Luís Montenegro.
RTP1_HD;2024-10-02 07:18:35.0;2024-10-02 07:19:59.0;Politics;;Esta governação teve, de pra já, duas fases. Na primeira, em que Luís Montenegro procurou arrumar a casa, havia ali uma série de frentes de conflito que o primeiro-ministro tentou resolver, negociações com professores, com funcionários da área da justiça, acordos que estavam suspensos e quase no impasse e que por serem bandeiras da campanha eleitoral, Luís Montenegro quis cumprir o mais depressa possível. Fim dessa fase, Luís Montenegro começa a segunda fase deste seu mandato, até agora, de seis meses, com a preparação de um orçamento de Estado que, já percebemos, vai ser um documento fundamental para entender se esta legislatura termina mais cedo ou se pode prolongar, porque Luís Montenegro, exatamente em cima daquilo que tinham sido as suas tarefas na fase inicial da legislatura, procura agora encontrar condições para levar por diante daquele que é o seu projeto, nomeadamente na área que sabemos que é sempre sensível e relevante, que é a área econômica. E o Ismonte Negro já deixou claro, a política fiscal é também a política econômica e sem alguns dos pilares que neste momento o Partido Socialista ameaça recusar, o Ismonte Negro não parece muito.
RTP1_HD;2024-10-02 07:20:00.0;2024-10-02 07:20:42.0;Sports;Odéssimos, escopo de ação, Ricardo, solidariedade, Presidente da República, sondagens, simpatia, eleitorado, bandeiras eleitorais, orçamento do Estado, nota positiva, seis meses;ou a governarem do Odéssimos, ou a limitar aquele que é o seu escopo de ação. Ricardo, sim. Sim, sim, determina, desculpa. Só para dizer que tem tido aí a solidariedade do Presidente da República, o que é importante, e, segundo as sondagens, até também alguma simpatia por parte do eleitorado que lhe reconhece pelo menos o esforço em cumprir essas bandeiras eleitorais. O que eu tinha de perguntar era se ainda não tendo feito, ou não tendo passado por esse primeiro teste, não havendo o resultado desse primeiro teste mais difícil, que talvez seja à questão do orçamento do Estado, para já a nota é positiva nestes seis meses.
RTP1_HD;2024-10-02 07:20:43.0;2024-10-02 07:22:05.0;Sports;nota positiva, bandeiras eleitorais, Luís Montenegro, eleitores, tensões, António Costa, primeiro ministro, metas, maioria relativa, deputados, situação precária, estabilidade governativa, Partido Socialista, esquerda, eleições antecipadas;A nota é positiva, em primeiro lugar, porque muitas dessas, desses sucessos são bandeiras eleitorais, ou seja, Luís Montenegro não se afastou daquilo que tinha prometido aos seus eleitores, isso tem que ser reconhecido. depois porque em grande parte também pacificou uma série de tensões que existiam e que estavam latentes. António Costa tinha reconhecido na fase final do seu mandato como primeiro ministro e desse ponto de vista há aqui, eu penso que as pessoas reconhecem, o conseguir cumprir algumas das metas. Isto não significa que Luís Montenegro não esteja neste momento debaixo de uma enorme intenção, porque a verdade é que ele tem uma maioria relativa, se quisermos somar o voto de todos os deputados, tem na verdade uma situação precária, tendo em conta que se recusou a entender como chega. Aqui seria outro partido que daria estabilidade governativa, caso Luís Montenegro aceitasse. E tem neste momento um Partido Socialista mais encostado à esquerda e claramente preparado para todos os cenários, mesmo o cenário de eleições antecipadas, se tal vier.
RTP1_HD;2024-10-02 07:22:06.0;2024-10-02 07:22:21.0;Sports;quantização, semana, futebol, Sporting, empatou, PSV, golo, Eindhoven, Leões, 4 pontos, 2 jogos, Liga dos Campeões;Obrigada, Ricardo. A quantização de uma boa semana para ti. Obrigado, Igor. Obrigado. Agora, vamos olhar para o futebol. O Sporting empatou com o PSV a um golo em Eindhoven. Os Leões somam 4 pontos em 2 jogos na Liga dos Campeões.
RTP1_HD;2024-10-02 07:22:22.0;2024-10-02 07:22:39.0;Sports;Gonçalo Inácio, 11, Jenny Katame, ataque, suporte, golo, quarto de hora, De Basta, passe, Schalten, Franco Israeli;Gonçalo Inácio de regresso ao 11, Jenny Katame desta vez claramente no ataque, foram as maiores novidades de um suporte em que sofreu o golo logo ao quarto de hora. De Basta riscou muito no passe, Schalten foi mais forte que Jenny e rematou fora do alcance de Franco Israeli.
RTP1_HD;2024-10-02 07:22:39.0;2024-10-02 07:23:44.0;Sports;Diomande, Eduardo Quaresma, Sporting, Trincão, Jócaras, PSV, Gosteu, Luc Dion, Eindhoven, Morita, Leões, Israel, Bakayoko, Max Iraújo, Daniel Bragança, Liga dos Campeões;Há meia hora, Diomande pôs ao mal o pé e acabou mesmo por ter de sair do encontro entre o Eduardo Quaresma. Aos 35 minutos, o primeiro remate do Sporting Trincão assistiu Jócaras, que podia ter feito melhor. No arranque da segunda parte, o PSV fica muito perto do segundo, valeu ao Sporting o mau de Gosteu. Aos 55 minutos, Luc Dion quase assinalava com um grande golo o jogo 300 com a camisola do clube de Eindhoven. Aos 70, Morita exulou Eduardo Quaresma, que escorregou quando tinha tudo para fazer o empate, tremendo o azar dos Leões. Praticamente na jogada seguinte, Israel negou 2-0 ao PSV. Depois Quaresma errou, mas Bakayoko não soube aproveitar. Max Iraújo precisou de poucos segundos em campo, cruzou e Daniel Bragança desviou para o empate 1x1 aos 84 minutos. O Sporting somou o quarto ponto em dois jogos na Liga dos Campeões.
RTP1_HD;2024-10-02 07:23:46.0;2024-10-02 07:24:02.0;Sports;;O Benfica joga hoje com o Atlético de Madrid para a Liga dos Campeões. A equipa de Bruno Lages procura a segunda vitória consecutiva, depois de ter vencido o Estrela Vermelha em Belgrado. O jogo começa às 8 da noite e é no Estádio da Luz.
RTP1_HD;2024-10-02 07:24:14.0;2024-10-02 07:26:01.0;;;Olá, de facto, Carla, bom dia. Eu creio que bem fica-se a esta altura da Liga dos Campeões com três pontos que serão confortáveis na abordagem do resto da competição, mas enfrenta hoje provavelmente um dos adversários mais difíceis que vai encontrar nesta caminhada. E falo numa altura em que o Atlético vende um empate em casa diante do Real Madrid. A boa notícia é que o Atlético mesmo em dificuldades foi capaz de recuperar ele à procura de um ponto já em termos de compensação. A má e boa para o Benfica é que este Atlético poderia já somar 4 empates da Liga Espanhola nesta temporada entre o Rafa Alhacan, o Vila Real e o Espanhol. E nesse sentido pode estar mais ao alcance do Benfica do que seria expectável noutras condições. A verdade é que esta temporada teríamos uma equipa com um plantel de luxo, com um avançado que foi o mais caro do mercado nesta altura, que é Rúben Alvarez, com capacidade a resolver o jogo a nível individual, se coletivamente nós chegarmos à altura do desafio, mas é também uma equipa sempre muito organizada, difícil de montar do ponto de vista defensivo, muito agotilante nesta temporada, especialmente através do corredor direito, com as incursões da Vilhoreta, e com um treinador que já leva mais de uma década ao Leme que nesse sentido tem total solidariedade naquilo que é o seu plano de jogo e na sua identidade. Portanto, o Benfica eu creio que sabe plenamente, na perfeição, aquilo que vai encontrar. E vem dizer um Benfica à imagem do melhor que se viu a esta época e que na minha perspectiva ainda está longe de ser o Benfica ideal para as aventuras europeias, mas que nesta altura e fica possível que ele encontre um pouquíssimo tempo de trabalho com o Lágea Olimpo Nos últimos jogos tem dado uma resposta interessante do ponto de vista ofensivo essencialmente não foi muito exposto do ponto de vista ofensivo os adversários não conseguiram levar o jogo para esse patamar mas hoje seguramente que vai ser e terá de ser uma equipa muito, muito competente nessa dimensão do jogo para conseguir um resultado positivo e continuar a alimentar esta caminhada na Liga dos Campeões, que é sobretudo importante, como sabemos, para as equipas europeias, do ponto de vista do equilíbrio financeiro.
RTP1_HD;2024-10-02 07:26:03.0;2024-10-02 07:27:05.0;;vantagem, Benfica, apoio, adeptos, duelos, equilíbrio, Atlético de Madrid, ambiente adverso, jogadores de altíssimo nível, destino do jogo, central importante, Romão, Renato Sérgio, desenhado, paridade, equipa flexível, ponto de vista tático, sistema, três centrais, linha de 4, Real Madrid, Lázaro, abordagem, adversário, nível de exigência, competição, campeões;É uma vantagem sem dúvida, o Benfica tem feito de deixar à lusída do apoio de seus adeptos uma arma importante, sobretudo em duelos de maior equilíbrio, como se prevê que seja o desta noite. Mas acredito que mesmo para os jogadores do Atlético de Madrid, o ambiente particularmente adverso não é propriamente uma novidade, são jogadores de altíssimo nível, em este tipo de contextos. Me interessa o que está dentro do campo, se julgará aquilo que é o destino do jogo. Sempre que me se particular, o Atlético não conta com um central importante, ali no Romão, o Eiffica continua a não ter também Renato Sérgio disponível, porque continua um desenhado, até nesse aspecto, a alguma paridade. O que eu perceberia apenas é que este Atlético é um pouco mais difícil de prever do que era há 3 ou 4 anos porque é uma equipa mais flexível do ponto de vista tático. Não sabemos em que sistema se vai apresentar, com três centrais ou com uma linha de 4, por exemplo, como jogou com o Real Madrid. Mas acredito que obviamente o Lázaro terá tudo isso em consideração, seja qual for a abordagem do adversário. Vamos ver o que mais se fez. Está efetivamente preparado para a inoculação do nível de exigência que uma competição ao nível dos campeões...
RTP1_HD;2024-10-02 07:27:12.0;2024-10-02 07:27:34.0;;Assembleia Geral, Benfica, contas, 31 milhões de euros, prejuízos, SADA, redução, reemendimentos operacionais, transação de direitos dos jogadores, capitais próprios, 27,7%, 113, 81,8 milhões de dólares;E a Assembleia Geral do Benfica aprovou as contas da época passada com mais de 31 milhões de euros de prejuízos. A SADA aponta como causas principais a redução dos reemendimentos operacionais e os resultados com a transação de direitos dos jogadores. Os capitais próprios da sociedade caíram 27,7%, de 113 para 81,8 milhões de dólares.
RTP1_HD;2024-10-02 07:27:36.0;2024-10-02 07:27:43.0;;Benfica Sada, computação, novos administradores, Assembleia Geral, cinco horas;A Benfica Sada provou ainda a computação dos novos administradores numa Assembleia Geral que durou cerca de cinco horas.
RTP1_HD;2024-10-02 07:27:54.0;2024-10-02 07:28:22.0;;aperto de mão, aperto de mãos, dar um aperto de mão, dar um aperto de mãos, como é que se deve dizer, como é que eu devo dizer, como é que é a chave;Diz-se dar um aperto de mão ou dar um aperto de mãos? Como é que se deve dizer? Dar um aperto de mão ou dar um aperto de mãos? Experimenta. Um aperto de mão. Um aperto de mão? Sim. Aperto de mão ou aperto de mãos? Como é que eu devo dizer? Um aperto de mão porque é preciso ser só uma mão. Aperto de mão ou aperto de mãos? Como é que é a chave? Aperto de mão. Eu devo dizer aperto de mão ou aperto de mãos?
RTP1_HD;2024-10-02 07:28:38.0;2024-10-02 07:28:52.0;Communication;forma correta, aperto de mão, cumprimento, bom português;A forma correta é um aperto de mão. Esta expressão descreve a forma de cumprimento em que uma pessoa aperta a mão de outra. Assim se fala em bom português. Aperto de mão ou aperto de mão.
RTP1_HD;2024-10-02 07:28:59.0;2024-10-02 07:29:18.0;Medical Health;manhã, sexta-feira, polêmico, Bom Dia Portugal, alergias, mail, endereço eletrónico, bomdiaportugalao.brtp.pt, intervalo;Não se esqueça, depois da manhã, sexta-feira, temos um último polêmico aqui no Bom Dia Portugal. É a oportunidade ideal se tiver alguma dúvida sobre alergias. Para ver a respondida a essas questões, basta que envie um mail para o nosso endereço eletrónico bomdiaportugalao.brtp.pt. Vamos fazer um intervalo, percebemos logo a seguir.
RTP1_HD;2024-10-02 07:29:45.0;2024-10-02 07:29:58.0;Automotive;Alpro, sem açúcares, 100% vegetal, energia, negócio, vida;Com o Alpro sem açúcares começar o dia sabe melhor. Com cereais ou simples, Alpro é 100% vegetal e delicioso. Alpro, alimenta quem és. A energia do teu negócio reflete-se na tua vida.
RTP1_HD;2024-10-02 07:29:58.0;2024-10-02 07:30:07.0;Automotive;entusiasmo, paixão, sucesso, negócio, comerciais Opel, Nova gama, energia;É feita com entusiasmo e paixão. Transporta sucesso para o teu negócio com os comerciais Opel. Nova gama de comerciais Opel. Mais energia para o teu negócio.
RTP1_HD;2024-10-02 07:30:36.0;2024-10-02 07:30:43.0;Food & Drink;Chocofake, Chocoflake;Chocofake? De quem foi a ideia? Talvez um Chocoflake de verdade vos faça falar!
RTP1_HD;2024-10-02 07:30:44.0;2024-10-02 07:30:55.0;Food & Drink;Papagaio imitador, fake-o, Choco Flakes, pequeno almoço, Equétera, Choco-Bordos, snack;Papagaio imitador! Papagaio imitador! Pois fake-o! Choco Flakes, o pequeno almoço mais especial da Equétera! E agora, novos Choco-Bordos! O snack mais especial!
RTP1_HD;2024-10-02 07:31:55.0;2024-10-02 07:32:24.0;Sports;Domingo, 6 de outubro, Hyundai Meia Maratona, Ponte Vasco da Gama, 21 Km, EDP 8K, EDP Maratona de Lisboa, inscrições esgotaram, tempo recorde, provas de sábado, 5 de outubro, EDP New Generation, 6 aos 16 anos, Mimosa Para Save da Família, celebre a vida, desporto;Domingo, dia 6 de outubro, vemos-nos na partida da Hyundai Meia Maratona na Ponte Vasco da Gama. Graças aos fieis participantes nos 21 Km e na EDP 8K, e também aos estreantes na EDP Maratona de Lisboa, as inscrições esgotaram num tempo recorde. Mas há inscrições para as provas de sábado, dia 5 de outubro. A EDP New Generation, dos 6 aos 16 anos e o Mimosa Para Save da Família para todos. Junte-se a nós e celebre a vida e o desporto connosco.
RTP1_HD;2024-10-02 07:32:37.0;2024-10-02 07:32:50.0;Medical Health;Tantum Verde, alivia, dor, trata, inflamação, saúde;Por que é que paraste? Já ouviste falar de Tantum Verde? Hã? Se calhar viemos a demo. Se nunca usaste Tantum Verde, não sabes que por um lado alivia rapidamente a dor e trata a inflamação. E por outro, ajuda a cuidar da saúde.
RTP1_HD;2024-10-02 07:32:51.0;2024-10-02 07:32:57.0;Medical Health;;Tanto um verde, puro trata, diluído cuida.
RTP1_HD;2024-10-02 07:33:25.0;2024-10-02 07:34:05.0;Entertainment;;Joana Almeirante, 17 de outubro. A grande estreia no Coliseu do Porto A.G.A. com os convidados especiais Bárbara Tinoco, Miguel Araújo, Rita Rocha e Samuel Luria. A talentosa guitarrista e uma das mais doces vozes de Portugal prepara um novo álbum que promete conquistar. Grandes ideias estão em competição. Startups e empreendedores defendem-as até ao fim. Qual será a solução mais inovadora? Chegou o momento decisivo. Mudado por Fellina Cautela. Programa Ignition by Vodafone Power Lab. Dia 2 de Outubro, às 14h30. Transmissão em marcas.rtp.pt
RTP1_HD;2024-10-02 07:34:10.0;2024-10-02 07:34:37.0;Healthy Living;;Um dia saudável começa por dentro. Hidratar, alongar, exercitar. A saúde digestiva precisas de cuidar. Probióticos e sabor soavam ajudar. Uma rotina saudável começa ao acordar. Toma a tíbia Cafir e ajuda à tua saúde digestiva. Sentir-se bem começa por dentro. E agora, junta-te ao desafio 21 dias. Vá lá, dos médicos às bombeiros, das grávidas aos enfermeiros, há um exemplo para passar.
RTP1_HD;2024-10-02 07:34:38.0;2024-10-02 07:34:45.0;Healthy Living;;Vá lá, mesmo se a idade não aparenta, se tem mais de 60, tá na hora de voltar.
RTP1_HD;2024-10-02 07:34:52.0;2024-10-02 07:35:21.0;;;Este ano dediquei a DP Maratona de Lisboa a alguém que amas. Corre por aquela pessoa especial que te apoia a cada passo. Esperamos por ti no dia 6 de Outubro para correr um percurso único, com partida de cascais, passando por oeiras, cumprimentando o Tejo até Lisboa. Se optaste por participar na Hyundai Meia Maratona na Pouco Fasco da Gama, Esperamos-te também na Praça do Comércio. Obrigado, porque mais uma vez este ano, as inscrições estão esgotadas. Vemo-nos na Luz!
RTP1_HD;2024-10-02 07:35:30.0;2024-10-02 07:35:44.0;;novos planetas, Kinder Surpresa, nova coleção, Space Mission, jogos, app Play Doh, filhos, espaço, Universo para todos;E conhecer novos planetas. Kinder Surpresa sabe. Chegou a nova coleção Space Mission. Com jogos do outro mundo e a app Play Doh. Os seus filhos vão conhecer o espaço. Kinder Surpresa. Universo para todos.
RTP1_HD;2024-10-02 07:35:52.0;2024-10-02 07:36:26.0;Automotive;Givenchy, Fiat 600, híbrido, 159 euros, manutenção incluída;Plantati Givenchy Novo Fiat 600 híbrido, desde 159 euros mês, com manutenção incluída. O Marca!
RTP1_HD;2024-10-02 07:36:26.0;2024-10-02 07:36:34.0;Automotive;Dinossauros, Arteas, tamanho mini, banhados, chocolate de leite;Dinossauros vão gostar de certeza de Arteas. E agora, 9 dinossauros em tamanho mini banhados com chocolate de leite.
RTP1_HD;2024-10-02 07:36:37.0;2024-10-02 07:37:09.0;Healthy Living;Hidratar, alongar, exercitar, saúde digestiva, Probióticos, fibra, rotina saudável, ativios cereais, desafio 21 dias, Praça da Alegria, Siga Farra, Henrique Matos, Chana Carvalho, chefe Marcos Gomes, segredos de cozinha;Hidratar, alongar, exercitar. A saúde digestiva precisas de cuidar. Probióticos e fibra vão ajudar. Uma rotina saudável começa ao acordar. Toma ativios cereais e ajuda a tua saúde digestiva. Sentiste bem? Começa por dentro. E agora junta-te ao desafio 21 dias. Prepare-se para dançar porque há baile na próxima Praça da Alegria. E a nossa festa é animada por Siga Farra, o Henrique Matos e a Chana Carvalho. O chefe Marcos Gomes partilha alguns dos seus segredos de cozinha e acredite que são dicas que valem mesmo a pena conhecer.
RTP1_HD;2024-10-02 07:37:09.0;2024-10-02 07:37:22.0;Healthy Living;família, recuperar, casa, 100 anos, história, cuidados, marmoleiros, programa;Conversamos com uma família que está a recuperar uma casa com mais de 100 anos de história. E explicamos ainda que cuidados deve ter com os marmoleiros. Já percebeu que o próximo programa é imperdível, não é? Claro. Não fico de fora. Então passo por cá. Há hora de sair.
RTP1_HD;2024-10-02 07:37:50.0;2024-10-02 07:37:59.0;War and Conflicts;Israel, atacar, capital, Líbano, explosões, Beirute;Bom dia, Israel. Voltou a atacar a capital do Líbano esta madrugada. Foram ouvidas mais explosões e o céu de Beirute ficou...
